visit_id,variation,completed
787931019_53094357320_348470,Test,0
713468416_44419193660_541224,Test,0
410372489_31765633982_933269,Control,1
447814152_93146160219_365249,Test,1
178622370_636609436_189273,Test,0
186823724_30560890364_913973,Control,0
457081407_87488206407_627764,Test,1
862612481_57530032357_256421,Control,0
862637230_13692718938_95092,Test,1
159612640_10976128757_493438,Test,1
14541312_12295309429_47567,Test,1
549304351_69033415542_62659,Control,0
718907540_92574695560_923328,Control,1
787868110_3519835643_468795,Test,0
223960317_81335187519_724611,Test,0
836088285_56699563670_50964,Test,1
115335691_90549576563_437912,Test,1
434008060_67268273348_412112,Test,0
262048588_16200021109_10157,Test,0
770717100_22925412854_610903,Test,0
716091735_66424940826_766644,Test,0
278718511_4291719405_871668,Test,0
735086928_13575021647_233447,Test,0
385313186_58589421763_424114,Test,1
372971804_62678108400_313261,Test,0
336068040_98699592940_755417,Control,1
633140985_25588857831_479848,Control,0
158724774_80060757426_120581,Control,1
594482256_3621945800_6565,Test,1
157107309_38592331896_281484,Test,0
397363350_1243547532_932241,Test,0
88738579_33273593624_866575,Test,0
677060002_97289460655_904291,Test,1
922595809_33086393346_426575,Control,1
805358408_81110555358_632054,Test,0
771287228_47175586068_629022,Test,1
412836175_4715114161_878005,Test,1
122356288_96736310924_784366,Test,1
724788622_30636172137_105603,Test,1
418545349_75459616591_316562,Test,1
307073002_14794449698_89832,Control,0
39179647_60488298160_126431,Control,0
66031385_43572347474_492877,Control,0
967312222_81239992961_646076,Control,1
159591587_65326767883_628095,Control,1
675611252_46837423915_222002,Test,0
77510867_45905858878_343444,Test,0
358443639_47129748139_660840,Control,0
394394735_82265642012_139311,Test,0
855312912_49626619039_216208,Test,1
435122719_23896088047_237898,Test,1
730223140_30204336639_520626,Control,1
121765798_96967264858_524127,Control,1
939765657_33271534848_219566,Test,0
948975601_80326325633_726345,Test,0
390067381_40355669937_655127,Control,0
631063403_51734592861_966127,Test,0
761379997_32318707044_456563,Test,0
676552765_20552398347_976364,Control,1
85418820_36375875119_35758,Test,1
549637433_76734130956_57359,Test,1
188240773_62017858473_56631,Test,0
267491618_85114915599_132492,Test,0
327355587_62301280118_209489,Test,1
920862725_15489248317_256592,Control,0
53534563_90330903916_910036,Test,1
344599765_45355967097_600362,Test,0
552320900_6265487507_363021,Test,1
108088171_11964436695_942392,Control,1
970575630_31822615647_79794,Control,0
656500852_73816289812_61330,Control,1
185331980_9923256369_743792,Control,1
825104869_71412892652_910602,Control,1
324945329_21834837660_870166,Control,0
474661860_95916295863_524972,Control,0
171596552_72469696341_351383,Control,0
210894766_20036413205_879412,Control,0
28187225_91221636141_312668,Control,1
956760595_40098259400_374493,Test,0
104771695_29531939894_162247,Test,1
326062452_84401091530_675082,Test,1
97909938_12741643213_501551,Control,1
107477768_37839328958_783322,Test,1
783287174_83093452047_487007,Test,0
206825631_32461074330_910389,Control,1
827436680_24290261672_469198,Test,1
671363830_39290161199_499642,Control,1
526174312_75646790556_84230,Control,0
980318666_17264911425_844500,Test,1
119132017_51294199580_569712,Test,1
702805857_89266038491_741382,Test,1
794115470_90073924610_594476,Test,1
219007910_82834998892_140145,Test,0
54361485_52518127700_402012,Control,1
359307871_67005531407_59842,Control,1
920201364_61747349410_114522,Control,0
671978193_73299358770_313411,Control,0
673513139_36945278688_347324,Control,1
493076085_33009652544_221069,Test,0
804843925_67996139137_459850,Test,0
879030295_95106656894_128999,Test,0
696494866_91636158393_710132,Test,0
191843495_66873642452_296637,Test,0
377266250_77755293038_218531,Test,0
172413594_75855638413_555053,Test,0
411612845_23853070267_556748,Test,0
846150369_59131630649_652024,Control,1
579138812_73282919111_81932,Control,1
946580425_51266566914_257929,Test,0
88802166_52620400320_236861,Test,0
949199973_60160317593_742443,Test,1
192581293_89273253534_717563,Test,0
356318888_1777310060_69653,Test,1
225631918_83810959364_882234,Control,0
735481136_68189494570_196169,Control,1
427769773_91825095208_983781,Test,0
919668161_231340003_219705,Test,1
838829161_4373345419_775287,Control,0
552705405_28456895080_772653,Control,1
130657366_13360290682_946122,Test,0
151349917_73597117411_3936,Test,0
52784239_9565719574_330678,Test,0
201412620_59407512461_191303,Test,0
479843706_4408615906_937102,Test,1
609217380_97904333444_511022,Control,1
541495696_24510634137_138064,Control,1
981235102_6042948833_443759,Control,1
517348045_25021361195_386335,Test,1
196339722_48006370032_301783,Test,0
763898514_17633611916_110523,Test,1
848466380_93820430743_368622,Control,1
766324735_22881704008_971851,Test,1
133849022_23870708153_933815,Test,0
812592757_45804016708_941277,Control,1
814797225_1464016739_839653,Control,0
593821331_91344605732_143999,Control,1
650139482_64774800038_782671,Test,1
383720899_24709109243_246710,Test,1
650167377_93862648832_87833,Control,1
985722305_15684128222_798143,Control,0
992533987_25398009250_918663,Test,1
195394959_57258345001_394459,Test,1
25672809_63697418743_709900,Test,0
249243202_58844931686_31705,Test,0
94857245_29130883674_589954,Test,0
207711026_21654977981_671194,Test,0
547653346_66610543492_547071,Test,1
602479417_63934440327_794073,Control,1
647083850_34555674190_722411,Control,1
489228496_67673148085_707437,Test,0
637997568_43881410170_181821,Test,0
161491513_64717630761_399482,Test,1
335436161_80389952603_27627,Test,0
987894063_50454030530_135711,Test,0
758970043_99171101752_896580,Test,1
236394088_10458569372_91926,Test,0
527436720_75467565618_51483,Test,0
222912872_60364938842_310864,Test,1
804571453_83012254763_993506,Test,1
835227428_19120860395_374255,Control,0
525961621_72351850487_464672,Control,0
447933689_89156726950_466561,Control,0
440388345_77114863539_971838,Control,0
590645948_37358979395_121859,Control,0
838812957_44062396262_43776,Control,0
710430605_15652245002_333564,Control,0
469114212_56697176129_30601,Control,0
470056497_92593028714_533026,Control,0
970060274_37037361424_808971,Control,0
706988250_90546119605_15051,Control,1
253484895_93506930459_471820,Control,0
408654114_26072530836_307036,Control,0
973009121_72282319855_300114,Control,0
321560307_1849624808_519099,Control,0
269952543_51994827163_671130,Control,0
625291019_11496122758_336082,Test,0
763999300_13485240040_210782,Test,0
305967320_19087127630_135557,Test,0
910112503_51528325359_426354,Test,0
802193442_50127781883_919633,Test,1
4088578_99734218523_463356,Control,0
429271045_28648192758_579442,Control,0
887108508_75126944722_66175,Test,0
710235288_17547635911_750979,Test,1
442013547_45941463056_105868,Control,1
905978412_61906634335_252661,Test,1
287057139_28171916419_11396,Test,1
564093106_47438505987_953856,Test,1
600380722_24241844795_333124,Control,1
48613866_7956475357_813252,Control,1
446105030_72545275380_966000,Control,1
921135236_85583231832_640880,Control,1
262011170_61294552879_248888,Control,0
154286867_25148382134_476214,Test,1
600067867_26399050026_705706,Control,0
252135421_7082279320_238014,Control,0
96379713_3614429099_637816,Control,1
159846010_30952233570_283789,Test,1
285831996_62388259446_47791,Test,0
623010471_95811517460_588122,Test,1
669374733_63586254959_222107,Test,1
515925338_69182331374_306136,Test,1
525547030_46790175368_387455,Test,0
142694217_55990130041_457432,Test,0
242158091_23117951582_155132,Test,1
679075025_13655166921_88329,Test,0
105869340_73426603366_346966,Test,0
113158583_60486648192_227451,Control,0
288357462_90723966145_788989,Control,1
363020632_36552025110_534352,Test,1
377013031_88301230680_409698,Test,0
336061199_81866864330_255284,Test,0
436536308_33715787927_382835,Test,1
809993764_47848939621_712530,Test,0
743595616_18277658195_579770,Control,1
483721662_74163427569_807374,Test,1
941781146_16948403_323806,Test,1
344190190_79385628789_959298,Test,1
293428677_14466286406_8651,Test,0
735120347_93252502472_33475,Test,0
58634822_96132104129_503737,Test,0
706696495_82617277372_126419,Test,1
532915659_33533629740_318657,Control,0
818056564_98487127531_31217,Test,1
787778238_28256525664_540284,Test,1
908662549_87820301101_404701,Test,0
541826726_63994808727_107312,Control,1
455557732_95092877670_221472,Control,0
449354184_46957599686_470716,Test,1
910699286_528990558_628248,Test,0
233236482_66638636905_333968,Test,0
213650298_90657559991_18733,Control,1
837728082_77283008158_879735,Control,0
574998724_24215701671_341422,Test,0
421541578_4498224577_240576,Test,0
161839404_13749778804_74128,Test,0
921620668_29192899265_540707,Test,0
360343583_51831214150_903804,Test,0
375946933_45661036905_136152,Control,0
636105611_1100941687_808649,Control,0
109254991_66090324429_451565,Control,1
390254052_50249731688_527915,Control,1
698819410_34841932912_325067,Control,0
690374050_14498981472_282441,Control,0
717769515_4264082681_463650,Control,0
519430089_93990257952_385576,Control,0
212079688_18605801905_13061,Control,0
172801165_20166881110_408537,Control,0
286560128_87832390767_625838,Control,1
825918094_4699217544_175679,Control,0
971068468_84184678938_553985,Test,0
169209712_50236600888_247625,Test,0
810315190_4381072762_239544,Test,0
765368868_94020730286_151207,Control,0
975447040_60882141331_684512,Control,0
341282256_34627991870_206442,Test,0
387966739_80533061677_751967,Control,1
922078487_65737591627_528821,Test,0
139344361_87179826746_976354,Test,1
460568142_45321509906_359827,Test,0
988138685_33633940323_466150,Control,0
595410275_18168515049_604555,Control,1
386593845_15681556142_629451,Test,1
613570742_25719964032_528139,Control,0
254739040_14794898588_581448,Control,0
686327374_67470475073_57661,Control,1
668729931_44456689477_394707,Control,0
890360620_77329039921_417010,Test,0
578452225_58748247397_422325,Test,0
616452662_34259772154_141088,Test,1
236930027_31474892095_765734,Test,0
878716055_73388623140_132192,Test,0
138321668_76350854404_912037,Control,0
373318093_13410681656_700785,Control,0
972885767_56980484096_196112,Control,0
118230460_23654689177_141100,Control,1
824878914_75972598997_208796,Control,0
566936694_87449197033_950602,Test,1
15896212_31514152013_452182,Test,1
495177214_38122285272_978931,Control,0
270212870_9596384750_745469,Test,0
753487799_43220428621_947278,Test,1
671224223_94327097535_853665,Test,1
211969130_73851696944_233658,Control,1
664301697_25368644264_895628,Test,0
211503697_49292424791_545849,Control,0
689850386_30709354238_51313,Control,0
272356787_57387044949_559218,Control,0
740786006_2228920707_917258,Control,1
293469400_3181141798_303658,Test,1
523994893_24563630002_318676,Test,0
57795108_47481938152_362179,Control,1
173006428_62381400222_208994,Test,0
31398699_54275221378_203420,Test,0
482844654_10731494663_66862,Test,1
202208862_10303301322_671786,Control,0
689024721_57675993692_477246,Control,0
66324775_46416962800_768750,Control,1
139321903_1970083421_56953,Control,1
138921862_82714966895_388022,Test,1
496711084_29110620011_397580,Control,0
646757860_45127790897_916388,Control,0
527656886_46548155027_259776,Control,0
694623825_40390223531_435447,Control,0
467022279_82117669001_237902,Control,1
434430396_76554110001_991229,Control,1
731769873_63892478969_770203,Control,0
27117629_96632454246_897439,Control,1
764556032_19985737744_48738,Test,1
600668713_8202336061_655582,Test,0
130740661_55524789148_45120,Test,0
947416276_66191646732_500442,Control,1
313466478_6983132043_579367,Test,0
957630085_74261347529_532450,Test,0
388126297_76709514384_142104,Test,0
871123855_74058327741_439691,Control,1
85472208_29271559715_476222,Control,1
296035226_7875218496_584058,Control,0
740539166_92451967494_455453,Test,1
527245356_40900376389_389037,Test,1
720666759_13420599942_532145,Test,1
640575439_47359786829_706919,Test,0
641289619_97203046332_778380,Test,0
279089779_23075371520_805599,Test,0
612372725_44973176526_593312,Test,1
333806669_47666503756_280826,Test,0
460074007_3557114824_915056,Test,1
632387674_71767439616_482389,Test,1
491136611_72249376327_341266,Test,1
139707718_10983071212_48512,Test,0
986504830_62461888604_293074,Control,1
123988547_98158914236_353875,Test,1
847358466_87230288402_432514,Control,1
75048191_80102299161_860742,Control,0
749069613_92515426461_287531,Control,1
65689802_97081275563_612147,Test,1
44087378_21417332573_279914,Control,0
169703855_65513948596_977547,Test,1
829132491_26512593573_355172,Test,1
107812476_47194111740_635808,Control,1
343774998_6572739453_744628,Control,1
139520603_4082367211_196960,Test,1
39973613_5134003025_794243,Control,0
61918456_73105022626_487259,Control,0
873835527_48830634546_81095,Test,1
517463144_367839523_276445,Test,1
241582978_73840227811_59725,Test,1
584650470_97024807778_669468,Test,0
703856462_58470618161_656013,Test,1
71068557_12359312252_373475,Test,0
891189368_49577089590_226781,Test,1
942306279_84691321403_985666,Test,0
262306824_43402674931_167493,Control,1
165763371_22513789762_512200,Control,1
546239924_5629036240_270508,Control,0
113210214_41722402972_182737,Control,1
472674091_48097382466_577817,Control,0
986442999_77704802895_149319,Test,0
684906113_36331328081_173577,Control,0
496468088_98507936740_927902,Test,1
198461989_37622812062_953353,Test,0
733966263_10950131938_296048,Test,1
460395472_92184973684_224872,Test,0
896761168_60486753176_552806,Test,1
558426632_81642086968_118345,Test,1
151085690_6759624678_157980,Control,1
688049085_23569346782_46651,Test,0
451770774_84708303378_400053,Test,1
83195160_59807689273_401966,Control,1
625258384_44897407303_810950,Control,0
306155237_9694309326_339587,Test,1
497132964_62130602035_819799,Control,1
51021242_27061135516_83995,Control,0
185873842_69896184504_265435,Test,1
381084091_69141763701_612684,Test,1
533289690_51748630881_89073,Test,0
159891224_20866231503_45834,Test,0
923452680_66350712408_821647,Test,1
427643088_94499696821_250089,Test,0
989096781_7274039233_642707,Test,1
661976762_24883811853_702897,Test,1
696464277_58009664832_922860,Test,0
850911765_3547566613_60817,Test,0
62368471_74741979123_971009,Test,0
886598179_57278613762_704364,Test,0
801703982_32198658740_510891,Test,0
626902694_69356973956_87052,Test,0
374810121_64295209678_218890,Test,0
673073174_88737467166_498982,Test,0
162498473_56799862504_393596,Test,0
802281374_34623703186_910154,Control,0
375239509_25330249404_806469,Test,1
